"Name","DINs__c"
"* Sulfonylureas/Metformin/Insulin","12599,454753,720933,720941,808733,808741,1900927,1900935,1913654,1913662,1913670,1913689,1959352,1959360,1987534,1987836,2020734,2020742,2084341,2085887,2147521,2147548,2224550,2224569,2226804,2226812,2228920,2228939,2229595,2229596,2230036,2230037,2234513,2234514,2236543,2236548,2236733,2236734,2242095,2242096,2248008,2248009,2316544,2340763,2340771,2345854,2345862,2350459,2350467,2363704,2363712,2485664,2245272,2245273,2245274,2269589,2269597,2269600,2269619,2273101,2273128,2273136,2273756,2273764,2273772,2274248,2274256,2274264,2274272,2279061,2279088,2279126,2284545,2284553,2295377,2295385,2295393,2313596,2230443,2230444,765996,2155850,2229519,2238103,2242987,2245247,2248210,2248453,2254719,2287072,2294400,2297795,2336316,2348578,2356422,2363518,2405067,2407124,2423286,2423294,2429764,2429772,2438658,2439328,2449765,2461323,2461331,2463571,314552,2045710,2099233,2148765,2162822,2162849,2167786,2188902,2220628,2223562,2229516,2229517,2229656,2229785,2229994,2230026,2230027,2230475,2230670,2230671,2231058,2231389,2233999,2238827,2239081,2239214,2242589,2242726,2242783,2242793,2242794,2242931,2242974,2246820,2246821,2246964,2246965,2247085,2247086,2247087,2248440,2248441,2252945,2252953,2257726,2257734,2265575,2265583,2268493,2268507,2269031,2269058,2284782,2284790,2300451,2305062,2314894,2314908,2331519,2331527,2333856,2333864,2333872,2334437,2334445,2339110,2339129,2341522,2341603,2343606,2343614,2353377,2353385,2357887,2357895,2357909,2357917,2357925,2361264,2361272,2364506,2364514,2365286,2365294,2378043,2378051,2378116,2378124,2378620,2378639,2378841,2378868,2379767,2379775,2380196,2380218,2380722,2380730,2385341,2385368,2388766,2388774,2389169,2389177,2389185,2403250,2403269,2403277,2406020,2406039,2408228,2408236,2409283,2409291,2416786,2416794,2416808,2417219,2417227,2417235,2421828,2421836,2438275,2438283,2444933,2444941,2446065,2449390,2449404,2449935,2449943,2455404,2455412,2455420,2455439,2455447,2455455,2456575,2456583,2456591,2456605,2456613,2456621,2460653,2476215,2476223,2476231,2476258,2477394,2477408,2477416,2477424,2494418,2494442,2245689,2251930,2276410,2294338,2441829,2444844,2444852,2461528,2478293,2493373,2244353,2245397,2377209,2460408,2460416,2460424,2279460,2279479,2294346,2229704,2229704,2229705,2403412,2439611,2470152,2466864,586714,586714,1959220,2415089,2024233,2024284,2275872,587737,1959239,2403447,2024225,2024268,2275864,2467879,2467887,2271842,2412829,2444844,2444852,2461528,2245689,2251930,2294338,2478293,2441829,2441829,2024217,2025248,2024314,2024322,795879,1959212,2240294,2403420,2240297,2403439,2265435,2474875,2469901,2469898,2469871,2506564,2506572,2520303,2520311,2520974,2520982,2524864,2524856"
"1st Line ARB","2239090,2239091,2239092,2244021,2311658,2326957,2326965,2326973,2327902,2332922,2332957,2365340,2365359,2365367,2366312,2366320,2366339,2367866,2374897,2376520,2376539,2376547,2376555,2377934,2377942,2379120,2379139,2379147,2379155,2379260,2379279,2379287,2379295,2380684,2380692,2380706,2380714,2384949,2384957,2384965,2386496,2386518,2386526,2386534,2388650,2388693,2388707,2388715,2388901,2388928,2388936,2390590,2390604,2390612,2390620,2391171,2391198,2391201,2391228,2391295,2392267,2392275,2394804,2394812,2395126,2395134,2395541,2395568,2395576,2395711,2395762,2395770,2395789,2399105,2400863,2400898,2400901,2400928,2405210,2405229,2410478,2410486,2410494,2410508,2416220,2416247,2417340,2420732,2420740,2421038,2421046,2421054,2422069,2423324,2423332,2424126,2424134,2424649,2424657,2425408,2425416,2425424,2425432,2426110,2426129,2432323,2432358,2434377,2434520,2434822,2434830,2434954,2434962,2435845,2440261,2440288,2445476,2445484,2445786,2445794,2445808,2445816,2446596,2446618,2447428,2447436,2455714,2459124,2460483,2461609,2461617,2461625,2461633,2463741,2463768,2463776,2463784,2463849,2463857,2463865,2473240,2473259,2473267,2476908,2476916,2476924,2476932,2484773,2484781,2182815,2182874,2182882,2230047,2241007,2297841,2309750,2309769,2309777,2313332,2313340,2313359,2313375,2313383,2314444,2314452,2314460,2314479,2314487,2314495,2353504,2353512,2354829,2354837,2354845,2357968,2357976,2358263,2358271,2362449,2368277,2368285,2368293,2371235,2371243,2371251,2377144,2377152,2378078,2378086,2378094,2379058,2380838,2388251,2388278,2388286,2388790,2388804,2388812,2388863,2388871,2388898,2388960,2388979,2388987,2389657,2389665,2389673,2392224,2392232,2392240,2394367,2394375,2394383,2394391,2394405,2394413,2396572,2396580,2398524,2398532,2398540,2398834,2398842,2398850,2399296,2399318,2399326,2403323,2403331,2403358,2404451,2404478,2404486,2405733,2405741,2405768,2408244,2408252,2410435,2410443,2410451,2420996,2421003,2421011,2422468,2422476,2422484,2423642,2423650,2423669,2424967,2424975,2424983,2426595,2426609,2426617,2427036,2427044,2427648,2427656,2427664,2428539,2428547,2433346,2433354,2433362,2433370,2433389,2433397,2441195,2441209,2441217,2445964,2445972,2445980,2446693,2446707,2446715,2474654,2474662,2240769,2240770,2244344,2318709,2320177,2320185,2330288,2371022,2371030,2371049,2371057,2373564,2373572,2375958,2375966,2376717,2376725,2379252,2386755,2386763,2388723,2388731,2388758,2388782,2388944,2388952,2389940,2389959,2390302,2390310,2390345,2390353,2391236,2391244,2393247,2393255,2393263,2393271,2393557,2393565,2395223,2395231,2395355,2395363,2395401,2395428,2395525,2395533,2396238,2396246,2401665,2401673,2407485,2407493,2419114,2419122,2420023,2420031,2420082,2420090,2427230,2427249,2427281,2427303,2428245,2428253,2432897,2432900,2433214,2433222,2434067,2434075,2434164,2434172,2440741,2440768,2453568,2453576,2456389,2456397,2473453,2473461,2473488,2473496,2486369,2486377,2236808,2236809,2241900,2241901,2244781,2244782,2246955,2270528,2289504,2308908,2308916,2312999,2313006,2313014,2330482,2330490,2330504,2337487,2337495,2337509,2337517,2344564,2354411,2354438,2354446,2356643,2356651,2356678,2356686,2356694,2356708,2356716,2356724,2356732,2356740,2356759,2356767,2356775,2356996,2357003,2357011,2357038,2357046,2358433,2358441,2358468,2358476,2363062,2363100,2363119,2366940,2366959,2366967,2366975,2367009,2367017,2367025,2367033,2367041,2367068,2367076,2367084,2367092,2367106,2367114,2367122,2367130,2367149,2367637,2367653,2367726,2367734,2367742,2367750,2367769,2367777,2367785,2371510,2371529,2371537,2371545,2373734,2373742,2373750,2373769,2373777,2375656,2375664,2375672,2375680,2375699,2382547,2382555,2382563,2382571,2382598,2383527,2383535,2383543,2383551,2384523,2384531,2384558,2384566,2384736,2384744,2384752,2384760,2384779,2388421,2388456,2388464,2388472,2389320,2389339,2389347,2408112,2408120,2408139,2408147,2408155,2414139,2414147,2414163,2414171,2414201,2414228,2414236,2414244,2425440,2425459,2425467,2425475,2433923,2433982,2433990,2434008,2446928,2446936,2446944,2473186,2473194,2473437"
"1st Line PPI","2243796,2243797,2296632,2296640,2298074,2298082,2310805,2310813,2314177,2314185,2315181,2315203,2320460,2320592,2320606,2320614,2320622,2330083,2330091,2335166,2335174,2345579,2345587,2345994,2346001,2356511,2356538,2370719,2370727,2381737,2381745,2385449,2385457,2408392,2408406,2415283,2415291,2419785,2419793,2422638,2422646,2267233,2408570,2440628,2441853,2466147,2519534"
"ADHD","519251,2248732,2304163,2358565,2360861,2361299,2516217,2524198,259527,868949,1910396,1913786,2046121,2247607,2358581,2360888,2361302,2462192,2515784,291889,868957,1908162,1913220,2046148,2247608,2358603,2360896,2361310,2462206,2515792,2409100,2523558,2523728,2525127,2525224,2409119,2523566,2523736,2525135,2525232,2409127,2523574,2523744,2525143,2525240,2409135,2523582,2523752,2525151,2525259,2262800,2314541,2318024,2358190,2362457,2381028,2386410,2390469,2396904,2405962,2445883,2467747,2471485,2506807,2279355,2318083,2358255,2362538,2378981,2386488,2404672,2467828,2471558,2506874,2262819,2314568,2318032,2358204,2362465,2378930,2381036,2386429,2390477,2396912,2405970,2445905,2467755,2471493,2506815,2262827,2314576,2318040,2358212,2362473,2378949,2381044,2386437,2390485,2396920,2405989,2445913,2467763,2471507,2506823,2262835,2314584,2318059,2358220,2362481,2378957,2381052,2386445,2390493,2396939,2405997,2445948,2467771,2471515,2506831,2262843,2314592,2318067,2358239,2362503,2378965,2381060,2386453,2390515,2396947,2406004,2445956,2467798,2471523,2506858,2279347,2318075,2358247,2362511,2378973,2386461,2404664,2467801,2471531,2506866,2247793,2247791,2247792,2277166,5606,422975,584991,2126494,2230321,2249324,2326248,2470357,2277131,2247732,2315068,2413728,2441934,2452731,2277158,5185,5614,422983,585009,2126486,2230322,2249332,2326256,632775,2243222,2266687,2320312,2470292,2250241,2315076,2413736,2441942,2452758,2277174,2470306,2247733,2315084,2413744,2441950,2452766,2277182,2470314,2234749,2246991,2247364,2273950,2326221,2277190,2247734,2315092,2330377,2413752,2441969,2470322,2277204,2470330,2277212,2470349,27049,181439,1924559,2448319,2481464,181447,1924567,2448327,2481472,27065,1924516,2443236,2248809,2439247,2440377,2445506,2457296,2513897,2248810,2439255,2440385,2445514,2457318,2513900,2248811,2439263,2440393,2445522,2457326,2513919,2248812,2439271,2440407,2445530,2457334,2513927,2248813,2439298,2440415,2445549,2457342,2513935,2248808,2439239,2440369,2445492,2457288,2513889,2439603,2490226,2347156,2490234,2322951,2490242,2347164,2490250,2322978,2490269,2347172,2490277,2458071,2240551,2252007,2258439,2264757,2278421,2279509,2280906,2282119,2282240,2282585,2282690,2283565,2284871,2292807,2296756,2303485,2303655,2312700,2328305,2332051,2335387,2343711,2356880,2359057,2359529,2359790,2365413,2367173,2369079,2371766,2372622,2240552,2252015,2258447,2264188,2264765,2278448,2279495,2280914,2282127,2282259,2282593,2283573,2284898,2296764,2303493,2303663,2312719,2328313,2332078,2335395,2343738,2356899,2359065,2359537,2359804,2365421,2367181,2369087,2371774,2372630,2247704,2291770,2294435,2294478,2413485,2025280,2252023,2258455,2264196,2264773,2278456,2279800,2280922,2282135,2282267,2282607,2283581,2284901,2296772,2303507,2312727,2328321,2332086,2335409,2343746,2356902,2359073,2359545,2359812,2365448,2367203,2369095,2371782,2372649,2247705,2291789,2294443,2294486,2413493,2236950,2279266,2280396,2309572,2364344,2454319,2507846,2025299,2252031,2258463,2264218,2264781,2278464,2279819,2280930,2282143,2282275,2282615,2283603,2284928,2296780,2303515,2312735,2328348,2332094,2335417,2343754,2356910,2359081,2359553,2359820,2365456,2367211,2369117,2371790,2372657,2247706,2291797,2294451,2294494,2413507,2025302,2252058,2258471,2264226,2264803,2278472,2279827,2280949,2282151,2282283,2282623,2283611,2284936,2296799,2303523,2312743,2328364,2332108,2335425,2343762,2356929,2359103,2359561,2359839,2365464,2367238,2369125,2371804,2372665,2268086,2370697,2413515,2025310,2252066,2258498,2264234,2264811,2278480,2279835,2280957,2282178,2282291,2282631,2283638,2284944,2296802,2303531,2312751,2328372,2332116,2335433,2343770,2356937,2359111,2359588,2359847,2365472,2367246,2369133,2371812,2372673,2268094,2370700,2413523,2230455,2507838,2298465,2255707,2255715,2255723,2255731,2255758,2255766,2237824,2247329,2275074,2285657,2299461,2325373,2331616,2331799,2331829,2363399,2391562,2275090,2382075,2383187,2439654,2475804,2238441,2247345,2237825,2247330,2260239,2275082,2285665,2313421,2317761,2317788,2325357,2331802,2363402,2385694,2391570,2275104,2382083,2383195,2439662,2475812,2237823,2247328,2237281,2237282,2273985,2275058,2278561,2289075,2299313,2299356,2304333,2307790,2310295,2310333,2331705,2338858,2339269,2344769,2346338,2351854,2354748,2360047,2373874,2380099,2385945,2391414,2452855,2471302,2489694,2516551,2521474,2522993,2237279,2273969,2275023,2278545,2289059,2299291,2299321,2304317,2307774,2310279,2310317,2331683,2338823,2339242,2344742,2346303,2351838,2354713,2360020,2373858,2380072,2385929,2391392,2452839,2471280,2489678,2516535,2521466,2522977,2103680,2103699,2237280,2273977,2275031,2278553,2289067,2299305,2299348,2304325,2307782,2310287,2310325,2331691,2338831,2339250,2344750,2346311,2351846,2354721,2360039,2373866,2380080,2385937,2391406,2452847,2471299,2489686,2516543,2521482,2522985,2103702,776157,1946250,1948776,2024888,2103583,2130084,2211939,2216248,2222981,2223341,2232559,2236936,878782,1948814,2024934,2103591,2168952,2211971,2216280,2223031,2236940,2103605,2158960,2211998,2216299,2223058,10448,353868,1946269,1948784,2024896,2099128,2130092,2211947,2216256,2223007,2223325,2232561,2236937,353876,893765,1946277,1948792,2024918,2099136,2130106,2211955,2216264,2223015,2223333,2232562,2236938,425265,1946242,1948806,2024926,2099144,2130114,2211963,2216272,2223023,2223368,2232563,2236939,10464,21504,209856,236748,360201,371017,377902,726397,306495,10472,21512,209864,236756,312797,371025,377910,431087,726303,10480,21520,209848,236721,326852,377929,456357,726311,306487,405604,644579,15229,2128829,2155710,2177692,2178729,2223139,2223511,2229763,2230361,2231686,2231781,2237376,2240789,2364301,15237,2128837,2155729,2177706,2178737,2223147,2223538,2229764,2230362,2231687,2231782,2237377,2240790,2364328,22123249,2545861,2545888,2545896,2545918,2545926,2545934,2545942,2546248,2546256,2546264,2546272,2546280,2546299,2546302,02546647,02546655,02546663,02546671,02546698,02546701,02546728"
"Alitretinoin","2337630,2337649,2477432,2477440"
"Anticoagulants","10308,26166,26174,585629,1918354,585637,1918362,585645,1918346,585653,1918338,861634,1918311,2007959,2152460,2152479,2152487,2152495,2152509,2229741,2240205,2240206,2242680,2242681,2242682,2242683,2242684,2242685,2242686,2242687,2242697,2242924,2242925,2242926,2242927,2242928,2242929,2244462,2244463,2244464,2244465,2244466,2244467,2245618,2245817,2245818,2265273,2265281,2265303,2265311,2265338,2265346,2265354,2265362,2265370,2287498,2287501,2287528,2311070,2311089,2311097,2311100,2311119,2311127,2311135,2344025,2344033,2344041,2344068,2344076,2344084,2344092,2344106,2344114,2316986,2378604,2378612,2441535,2480808,2377233,2397714,2312433,2312441,2358808,2463458,2358808,2468891,2468905,2468913,2458640,2458659,2458667,2487381,2487403,2377233,2397714,2484994,2485001,2486806,2486814,2487381,2487403,2487519,2487527,2487713,2487721,2489228,2489236,2492369,2492377,2492814,2492822,2495430,2495449,2510464,2510472,2525518,2525526,2526050,2526069,2527979,2527987,2528924,2528932,2529009,2529017,2529912,2529920,2530708,2530716,66124690,66124694"
"Antinauseants","2389983,2239372,2444674,2481723,2487330,2511282,2514966,2519232,2519445,2524279,2389991,2239373,2444682,2481731,2487349,2511290,2514974,2519240,2519453,2524287,1911821,2213745,2265532,2271788,2274434,2279436,2291703,2298929,2322625,2322668,2367297,2382121,2390051,2420422,2462257,2491540,1925970,2213567,2258188,2264056,2274310,2278405,2278529,2278618,2288184,2296349,2297868,2305259,2306212,2312247,2313685,2336510,2344440,2346095,2351609,2369370,2370298,2371731,2376091,2401088,2417839,2421402,2421798,2445697,2445840,2448440,2458810,2478927,2229639,2291967,2336383,2350742,2490617,2524090,1925989,2213575,2258196,2264064,2274329,2278413,2278537,2278626,2288192,2296357,2297876,2305267,2306220,2312255,2313693,2325160,2336529,2344459,2346168,2351617,2362910,2369389,2370301,2371758,2376105,2401096,2417847,2421410,2421801,2445700,2445859,2448467,2458802,2478935,2274418,2461420,2265524,2271761,2274426,2279428,2291754,2298252,2390019,2420414,2464578,2491524,2491532,2503905,642851,855820,1912070,2103613,2157195,2230473,2231477,2236466,2236857,2238315,2238341,2238444,2253046,2268078,2268079,2278669,2345781,2350440,2361477,2364271,2369206,2403218,2403870,2408937,2445034,2445328,2462834,314722,386014,603775,842834,870994,1913913,1919539,2043521,2099209,2143283,2230432,2517809,2163756,572268,631671,842826,871001,1913905,2043513,2099195,2143275,2230431,2517795,314714,386022,1913891,2043548,2099160,2230433,314706,386006,1913263,2043556,2185431,2197480,2243563,2510790,17655,363685,396796,552135,587796,749419,17663,363677,396818,552143,587788,749427,381772,463698,713449,728306,749451,761761,17671,363669,396826,728292,749435,761745,499579,768820,17698,363650,396834,647969,749443,761753,2229307,2406411,808652,2366010,599093,2099624,2130300,2194449,2211149,2230708,2239640,2242362,2242631,2383756,599085,2099616,2130297,2194430,2211130,2230707,2236866,2239639,2242361,2383748,17582,552429,587702,745561,749400,759503,17574,25364,753688,789720,809179,1927795,25690,753637,815667,886432,1927760,1964402,25682,753661,815675,886440,1927752,1964399,25216,1927787,578185,789747,1927779,753645,25712,1937723,2162210,25429,583979,1937693,2162202,164038,1937685,2162156,213896,575178,1937715,2162229,25046,567434,1927566,2068591,627607,25739,575186,1937707,2162237,13560,511986,392731,706442,13609,392545,2254409,511196,1957414,2384116,230197,757705,1904116,783595,2028212,2245867,2407396,13595,261297,392553,13803,21423,40878,92215,156655,162078,165433,209783,238678,272671,363766,398381,399779,415049,431044,457515,510793,573000,586331,605786,678007,778540,785377,1958682,2006669,2096544,2232042,2240216,2241532,2245266,2245416,2263432,2377179,2384132,2061732,2300648,2428954,13579,392537,480827,511994,705519,2435241,116645,2244808,16462,295094,501050,1964976,2237044,2240684,2260298,2261081,1946897,2363445,1964968,285471,501069,2237045,2240685,2279363,349100,354309,489158,504416,1964070,2237046,2239534,2240687,2250055,2311267,874582,2387743,2221535,501131,664200,732893,783900,2204274,2260301,213624,269026,496219,643122,664227,716715,732885,751863,1977547,2204266,2267233,2408570,2440628,2441853,2466147,2519534,2241804,2244730,2285479,2292912,2301075,2305038,2307863,2308681,2309858,2309998,2310198,2316455,2318687,2334658,2354179,2358867,2363410,2385740,2392615,2408414,2412950,2415232,2415259,2416557,2417421,2428172,2431319,2478773,2481561,2239616,2291665,2294656,2294672,2306727,2328704,2336308,2352214,2386747,2441527,2458969,2515857,2224151,2229453,2285487,2292920,2299585,2300486,2301083,2305046,2307871,2308703,2309866,2310007,2310201,2316463,2318695,2330709,2334666,2339072,2340097,2343789,2357054,2358875,2363429,2370808,2385759,2392623,2412969,2415208,2415240,2415267,2416565,2417448,2425378,2428164,2428180,2431327,2437945,2439107,2445867,2467372,2469138,2471825,2478781,2481588,2300524,2379163,2444712,2244521,2339099,2383039,2394839,2417480,2423855,2423979,2438461,2442493,2449587,2460920,2479419,2520109,2520699,2379171,2244522,2339102,2383047,2394847,2417499,2423863,2423987,2431173,2438488,2442507,2449595,2460939,2479427,2520117,2520702,2119579,2296438,2320843,2329425,2340100,2372258,2385376,2422212,846503,2245058,2296446,2320851,2329433,2335220,2339927,2340119,2348691,2364352,2372274,2385384,2403617,2411857,2422220,2435683,2438968,2435748,2436213,2016788,2245059,2230737,2260859,2295407,2310252,2331764,2333422,2358050,2242461,2190915,2260867,2295415,2310260,2331772,2333430,2358069,2365677,2374870,2402416,2416549,2420198,2432404,2432765,2433281,2436728,2439018,2439549,2449919,2449927,2490692,2501880,2504294,2242462,2238391,2243796,2296632,2298074,2310805,2314177,2315181,2320592,2320614,2330083,2335166,2345579,2345994,2356511,2370719,2381737,2385449,2408392,2415283,2419785,2422638,2243797,2296640,2298082,2310813,2314185,2315203,2320460,2320606,2320622,2330091,2335174,2345587,2346001,2356538,2370727,2381745,2385457,2408406,2415291,2419793,2422646,2354950,2523353,2354969,2523361,2165503,2280515,2293811,2353830,2354756,2357682,2366274,2367815,2369001,2385643,2385767,2395258,2402610,2410370,2414767,2422808,2433001,2489805,2258609,2249464,2165511,2280523,2293838,2353849,2354764,2357690,2366282,2367823,2369028,2385651,2385775,2395266,2402629,2410389,2414775,2422816,2433028,2433672,2489813,2258617,2258080,2249472,2298805,2298813,2298791,2324679,2363356,2436264,2468735,2185881,2308894,2348438,2452359,2472686,2088371,2304708,2322765,2384108,2237672,2385414,2381710,2381729,550094,623547,541869,2242810,541877,2242811,25453,232157,523097,1929909,25283,1930001,25496,210684,232831,271128,312681,1929933,1985442,25178,1929976,580988,21342,25518,405981,1929941,25461,209902,232823,295086,312703,386618,430943,1929917,1985434,627615,1929984,163953,25186,690805,1929992,25151,774383,1929968,25488,209910,232807,271101,312673,1929925,1985450,743518,1933272,2247099,2416522,2229285,2276747,2281821,2301040,2303175,2307359,2307448,2310082,2310384,2311992,2325683,2337150,2337908,2338254,2343851,2346079,2348144,2372843,2373467,2385899,2403099,2410184,2417286,2419009,2419416,2420562,2421267,2428032,2429624,2487632,2243087,2303205,2307383,2307472,2321351,2327570,2327783,2338297,2338653,2339838,2343673,2348179,2352982,2360624,2376237,2382717,2387514,2389096,2404729,2406632,2408368,2414104,2414546,2430452,2436973,2438836,2448734,2238850,2276755,2281848,2301059,2303183,2307367,2307456,2310090,2310392,2312018,2325691,2337169,2337916,2338262,2343878,2346087,2348152,2372851,2373475,2385902,2403102,2410192,2417294,2419017,2419424,2420570,2421275,2428040,2429632,2243088,2303213,2307391,2307480,2321378,2327589,2327791,2338300,2338661,2339846,2343681,2348187,2352990,2360632,2382725,2387522,2389118,2404737,2406640,2408376,2414112,2414554,2430460,2436981,2438844,2448742,2229250,2276712,2281791,2301016,2303116,2307324,2307405,2310015,2310341,2311968,2325659,2337126,2337878,2338211,2343827,2346044,2348101,2372819,2373432,2385864,2403064,2410141,2417243,2418975,2419386,2420008,2420538,2421232,2428008,2429594,2487608,2238851,2310406,2325713,2333015,2337924,2338270,2343886,2359707,2367483,2385910,2410206,2417308,2419025,2419432,2420589,2421283,2421704,2429640,2243089,2321386,2327597,2327805,2338319,2343703,2353008,2360640,2382733,2387530,2389126,2392399,2404745,2406659,2408384,2414120,2414562,2423944,2425114,2430479,2437007,2438852,2448750,2229269,2276720,2281805,2301024,2303159,2307332,2307413,2310031,2310368,2311976,2325667,2337134,2337886,2338238,2343835,2346052,2348128,2372827,2373440,2385872,2403072,2410168,2417251,2418983,2419394,2420546,2421240,2428016,2429608,2487616,2243086,2303191,2307375,2307464,2321343,2327562,2327775,2338289,2338645,2339811,2343665,2348160,2352974,2360616,2376229,2382709,2387506,2389088,2404702,2406624,2408341,2414090,2414538,2430444,2436965,2438828,2448726,2229277,2276739,2281813,2301032,2303167,2307340,2307421,2310058,2310376,2311984,2325675,2337142,2337894,2338246,2343843,2346060,2348136,2372835,2373459,2385880,2403080,2410176,2417278,2418991,2419408,2420554,2421259,2428024,2429616,24376,557927,646059,723487,738824,739618,741884,1927876,2166313,2241192,24694,741817,24384,557919,646024,723479,738832,739626,741892,1938835,2166321,2241193,24392,557900,646016,723592,738840,739634,741906,1927884,2166348,2241194,24589,2231209,2242864,742813"
